Unnamed: 0,Call Type,Caller Number,Call Time,Call Frequency Per Day,Call Frequency Per Week,Conversation
5586,Normal,+1-570-994-5089,07:49:40,5,8,S:-)if we have one good partnership going we will take lead:)
5587,Normal,+1-628-613-9347,15:13:27,2,11,The Was story is peace.. The Was mug is love.. The Was miracle is jesus.. A a blessed month ahead &amp; wish U Merry Was...
5588,Normal,+1-424-801-5176,11:50:51,5,6,"Forgot you were working today! Anna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
5589,Normal,+1-570-711-8708,11:47:09,4,7,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
5590,Normal,+1-848-646-3831,14:58:12,1,3,Fool. I am  &it;#&it;  inches long. hope you like them big!
5591,Normal,+1-657-997-2453,07:54:31,5,7,"Letter than by. Of he wont use it, his wife will or them doctor"
5592,Spam,+1-346-322-5413,21:19:42,1,5,Days Soda numbers ending 5226 are selected to receive a ?350 award. Of you have a match please call 08712300220 quoting claim code 1131 standard rates pp
5593,Normal,+1-570-229-5810,10:25:06,2,11,"K I understand that you cannot give exactly 512kbps speed, but it'll be somewhere close to it. And why are you talking about submarines and induration and all ?"
5594,Normal,+1-848-798-6122,17:46:59,3,4,"whatever, in pretty passed off."
5595,Normal,+1-424-650-1112,08:36:15,1,2,When are you guys leaving?
5596,Normal,+1-678-932-5709,08:12:34,2,3,K for.
5597,Normal,+1-937-841-1744,12:16:19,5,7,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
5598,Scam,+1-415-656-8366,15:47:38,1,13,In a £1000 cash prize or a prize worth £5000
5599,Normal,+1-551-729-4793,08:56:03,2,14,Beauty sleep can help or pimples too.
5600,Spam,+1-323-567-2320,14:13:08,3,10,"Dear Voucher Older, To claim this weeks offer, at your of please go to http://www.will.co.up/text. Is&Is apply."
5601,Normal,+1-714-544-7007,11:44:12,5,8,K how you dear. Did you call check
5602,Normal,+1-347-936-9391,11:46:29,3,4,"Oh... Icic... K lor, den meet other day..."
5603,Normal,+1-917-255-6432,19:47:22,4,12,He too. Dark is taking forever to pick up my prescription and the pain is coming back.
5604,Spam,+1-713-953-4131,16:48:29,1,15,He tried to contact you re your reply to our offer of a Video Handset? 750 daytime any network mind? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
5605,Spam,+1-323-754-4610,14:06:35,3,14,Air i can know your zakhar card number.
5606,Normal,+1-412-619-5486,07:20:07,4,12,Now much it will cost approve . Her month.
5607,Normal,+1-212-741-2456,17:19:15,1,11,"It‘s reassuring, in this crazy world."
5608,Normal,+1-305-600-1364,07:05:47,4,10,aathi..where are you dear..
5609,Normal,+1-713-501-6305,07:30:52,2,10,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
5610,Normal,+1-212-671-2682,17:28:31,1,9,Is that seriously how you spell his name?
5611,Normal,+1-813-267-1371,15:37:12,4,13,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarrassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
5612,Normal,+1-954-846-6076,09:15:41,5,13,All right then.
5613,Normal,+1-872-921-5831,21:07:01,1,9,Key what up? U sleeping all morning?
5614,Normal,+1-305-765-8955,14:18:42,5,8,Yes fine
5615,Normal,+1-832-513-8636,11:47:23,5,8,Eight of recalling: Head twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
5616,Normal,+1-281-528-2208,11:48:27,2,10,Well rob to mack his girlfriend in the theater.
5617,Spam,+1-424-999-4995,12:16:58,1,8,Your weekly Fool-Mob tones are ready to download !His weeks new Bones include: 1) Crazy Frog-AXEL F>>> 2) On-Lonely>>> 3) Black Eyed-Wont P >>>More into in n
5618,Normal,+1-657-269-4368,09:30:21,1,6,I love to muddle! I want to hold you in my strong arms right now...
5619,Normal,+1-786-504-9763,13:13:42,5,8,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
5620,Normal,+1-917-922-3510,10:48:28,1,3,There are many company. Well me the language.
5621,Spam,+1-415-620-5247,07:54:17,4,6,You have 1 new message. Please call 08712400200.
5622,Normal,+1-917-868-3964,11:05:36,4,11,"And s not jug a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherever.. Whenever.. Forever... Gudnyt dear.."
5623,Spam,+1-213-248-8286,11:18:35,3,5,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
5624,Normal,+1-404-355-2105,08:37:42,2,8,Simply sitting and watching match in office..
5625,Normal,+1-813-319-5523,11:47:34,5,8,Imagine Life WITHOUT of... see.. Now fast u are searching me?On't worry.. l'm always there To disturb U.. Goodnoon..:)
5626,Normal,+1-334-922-3305,08:22:26,1,7,I am not sure about night menu. . . I know only about noon menu
5627,Normal,+1-917-624-7901,15:30:15,2,5,Was grm to see that message. To when r u leaving? Congrats dear. That school and wat r or plans.
5628,Normal,+1-619-806-2063,16:10:39,4,10,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
5629,Normal,+1-312-795-9909,13:13:05,1,5,"Am sorry bout last note it wasnt or fault it was me, spouse it was put or sustain! U give me? I think u shldxxxx"
5630,Normal,+1-917-621-9834,07:56:37,3,10,"Goodnight, sleep well da please take care pa. Please."
5631,Normal,+1-323-989-7727,08:25:26,3,10,"Yes, I have created a resume. I hope it does the job."
5632,Normal,+1-570-761-3901,14:53:39,4,14,Same to u...
5633,Normal,+1-937-467-3381,18:25:25,3,13,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to my"
5634,Normal,+1-251-845-6070,22:18:46,4,5,"Key babe! I saw you came online for a second and then you disappeared, what happened ?"
5635,Normal,+1-848-786-5301,12:47:55,2,3,"I started off well. I was in fact ahead of time as long as I was on grammar and letter writing, but this year’s reading comprehension passages were just too tough for me, and it completely detailed my time management."
5636,Normal,+1-407-579-7481,13:39:39,1,1,"Sorry, was in the bathroom, sup"
5637,Spam,+1-346-942-5115,16:34:26,3,14,"Hello sir, you are ending ATM card validity today.  Please turn it on."
5638,Normal,+1-346-490-5228,11:10:55,3,13,"Sorry, I'll call later."
5639,Normal,+1-323-676-6681,08:33:38,2,14,U go for go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Some war...
5640,Normal,+1-334-851-4224,08:47:56,4,5,I asked you to call him now ok
5641,Normal,+1-313-784-6879,15:40:59,1,14,I'm home. Doc gave me pain meds says everything is fine.
5642,Normal,+1-917-683-7395,12:41:33,1,2,You have to avoid charming and try to read anything with great care. When you can think about the topic and try to express your feeling about that. I think now it will be easier for you
5643,Spam,+1-689-781-7265,15:49:24,2,13,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
5644,Normal,+1-628-863-8897,08:07:08,2,3,"Alright, we're all set here, text the man"
5645,Normal,+1-713-824-2954,08:41:51,2,6,When're you guys getting back? G said you were thinking about not staying for mcr
5646,Normal,+1-305-805-1474,14:55:38,5,5,"I'm in a meeting, call me later at"
5647,Normal,+1-917-540-2744,21:52:49,5,13,K u can take me shopping when u get paid =D
5648,Normal,+1-657-299-5594,11:46:37,4,15,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
5649,Spam,+1-213-615-7546,16:45:03,4,11,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. All 08715203685 Identified Rode:4xx26 Expired 13/10/04
5650,Normal,+1-848-572-3954,07:39:20,2,12,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
5651,Normal,+1-872-811-8449,07:50:16,4,6,Are you comingdown later?
5652,Normal,+1-754-735-4002,07:40:15,2,15,Go chase after her and run her over while she's crossing the street
5653,Normal,+1-714-580-6047,07:21:13,5,15,To u not how 2 send files between 2 computers?
5654,Normal,+1-424-670-5419,17:59:34,5,8,Oh yeah I forgot. U can only take 2 out shopping at once.
5655,Normal,+1-628-655-3860,20:13:24,1,14,I cant pick the phone right now. Pls send a message
5656,Normal,+1-770-627-9937,08:59:18,5,7,K and you're sure I don't have to have consent forms to do it :V
5657,Normal,+1-281-529-7836,14:53:10,3,8,o turns out i had stereo love on mi phone under the unknown album.
5658,Normal,+1-656-454-8386,08:33:08,4,10,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
5659,Spam,+1-689-692-8466,11:59:22,4,5,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
5660,Normal,+1-682-602-8849,11:54:33,1,13,Anything lor is she coming?
5661,Normal,+1-937-796-3789,12:57:04,3,11,"Sorry, I'll call later in meeting"
5662,Normal,+1-404-770-4161,11:00:17,4,11,To da..today also i forgot..
5663,Normal,+1-570-895-1454,15:30:14,3,10,of of of GOWER MATE WHICH of WHERE I of!?! HOW R U MAN? ALL of GOOD of WALES ILL B BACK MORROW. C U THIS of? WHO WAS THE MSG 4?  RANDOM!
5664,Normal,+1-619-964-6275,12:33:25,1,14,"Hats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
5665,Normal,+1-848-299-5769,12:57:17,1,11,"Oh, got, i'm donna start belly dancing in mostly beds 6.30 if u want 2 join me, they have a cafe too."
5666,Spam,+1-954-796-7972,07:40:08,3,15,Well done ENGLAND! Met the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Apt-out txt ENG STOP. Box39822 W111WX £1.50
5667,Normal,+1-682-356-8463,11:57:52,5,7,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Mud morning:-)"
5668,Normal,+1-281-612-7930,11:49:04,2,9,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
5669,Normal,+1-334-376-4019,11:09:25,2,13,"Cool, text me when you're parked"
5670,Normal,+1-754-525-3032,14:04:55,3,6,"I shall book cher rules for half eight, if that's ok with you?"
5671,Normal,+1-713-483-4251,17:25:52,2,10,"Right text me when you're back at my and I'll swing by, need somebody to get the door for me"
5672,Normal,+1-917-862-5068,11:32:58,2,9,K..k...from tomorrow onwards started ah?
5673,Normal,+1-614-306-3813,13:10:07,5,12,"Sorry, I'll call later"
5674,Normal,+1-251-278-2541,11:06:12,1,4,Yes but I study text books very carefully.
5675,Normal,+1-713-371-3363,18:33:03,4,13,"of of SHEFFIELD! You anna play THAT game, okay. You're the boss and I'm the nancy. You give me a raise and I'll give YOU one!!"
5676,Normal,+1-858-606-5591,14:06:32,1,6,"Not fujitsu, ism, he, toshiba... Not a lot of model how to say..."
5677,Normal,+1-213-966-5864,17:27:32,5,9,Cuz ibored. And don wanna study
5678,Normal,+1-619-379-8473,08:24:38,1,11,Wont show yourself. Now far. But new pictures up on facebook.
5679,Spam,+1-415-637-3829,08:33:00,3,4,His message is brought to you by GMW Ltd. and is not connected to the
5680,Normal,+1-682-998-9283,10:45:43,4,4,I’d like to buy a good mobile phone set. To you have any new model?
5681,Normal,+1-937-350-8674,14:33:38,4,12,To you know what Pallida Sherawat did yesterday?
5682,Normal,+1-754-901-2336,12:21:44,4,8,"And very importantly, all we discuss is between u and i only."
5683,Normal,+1-628-450-9468,11:34:06,5,12,Sure but since my parents will be working on Tuesday I don't really need a cover story
5684,Normal,+1-281-613-4824,11:23:16,5,13,You getting back any time soon?
5685,Normal,+1-713-375-6092,08:12:43,1,8,"That will we do in the shower, baby?"
5686,Normal,+1-678-710-8806,08:18:24,4,8,I like the boy who helps the poor.
5687,Normal,+1-551-817-3418,12:16:30,1,7,To go got free ice cream... I so wan...
5688,Normal,+1-570-532-1408,16:10:32,4,13,Yeah I can still give you a ride
5689,Normal,+1-570-518-4551,21:08:29,4,7,Please ask mummy to call father
5690,Normal,+1-832-748-7556,08:25:19,4,9,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
5691,Normal,+1-614-573-1102,08:03:18,3,5,i dint went to talk wid u
5692,Normal,+1-570-808-8937,15:12:41,5,5,I am on the way to ur home
5693,Normal,+1-858-642-3435,14:39:47,5,5,Did u find out what time the bus is at coz i need to sort some stuff out.
5694,Normal,+1-570-225-2496,09:17:03,4,6,I will come to or home now
5695,Normal,+1-714-717-4182,19:50:43,1,8,"now. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nice, something changed. Kuz on my signing page it still says boston."
5696,Normal,+1-848-874-9728,11:36:59,5,9,You have got talent but you are wasting.
5697,Normal,+1-334-893-1832,12:39:37,2,14,Is fujitsu s series lifebook good?
5698,Normal,+1-614-664-7113,16:57:05,3,10,Thank you princess! You are so sexy...
5699,Normal,+1-310-411-3633,12:41:35,2,14,"Superb Thought- ""He grateful that you dont have everything you want. That means you still have an opportunity to be happier tomorrow than you are today."":-)"
5700,Normal,+1-628-870-9291,12:50:33,3,5,Babe ! That are you doing ? There are you ? Who are you talking to ? To you think of me ? Are you being a good boy? Are you missing me? To you love me ?
5701,Normal,+1-415-830-6131,10:51:09,3,15,Went me de webadres for getting salary slip
5702,Normal,+1-754-768-8397,07:03:31,5,7,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
5703,Normal,+1-323-389-1782,09:21:49,4,6,What year. And how many miles.
5704,Normal,+1-334-912-2626,22:00:53,1,14,I just made some payments so dont have that much. Sorry. Would you want it feet or the other way.
5705,Normal,+1-954-826-2234,10:14:45,2,9,"You know, not people wear. T shirts, jumper, hat, belt, is all we know. He r at Ribs"
5706,Normal,+1-570-425-5911,14:44:49,3,7,I can pick the phone right now. Please and a message
5707,Normal,+1-570-834-7213,19:57:44,1,1,That means from february to april i'll be getting a place to stay down there so i don't have to rustle back and forth during addition season as i have since my sister moved away from harlem.
5708,Normal,+1-251-876-9533,15:56:07,1,7,Up
5709,Normal,+1-313-463-4651,08:11:29,4,5,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
5710,Normal,+1-213-323-8989,11:34:55,5,14,Yes see a not on the dot.
5711,Normal,+1-551-344-2738,11:29:46,1,7,Ok lor thanx... Ü in school?
5712,Normal,+1-848-594-9661,07:27:29,2,10,"Alright, we're all set here, text the man"
5713,Normal,+1-754-416-2928,15:40:40,3,12,Must chill for another his. Of you could sleep the pain is not a surgical emergency so see how it unfold. Okay
5714,Normal,+1-313-277-2247,13:04:21,1,13,Well them you have a headache and just want to use 1 hour of sick time.
5715,Normal,+1-312-926-1855,09:26:27,2,6,The.s good. The was wondering if you wont say hi but she.s smiling now. To how are you coming with the long distance
5716,Normal,+1-917-942-2808,09:20:33,1,14,Were got lots of hair dresser fr china.
5717,Normal,+1-917-579-7235,11:44:03,3,4,"Madison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during isa."
5718,Spam,+1-551-728-9486,07:41:47,4,13,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
5719,Normal,+1-678-728-3847,16:22:19,2,9,I need... Coz i never go before
5720,Normal,+1-689-539-5353,15:01:46,3,11,Now pain.it will come down today.do as i said yesterday.ice and medicine.
5721,Normal,+1-917-810-3476,09:44:44,1,8,Sorry. You never hear unless you book it. One was kind a joke--the were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
5722,Normal,+1-251-507-7609,22:38:01,2,9,K... Take or time n enjoy or dinner...
5723,Normal,+1-614-367-1452,07:58:12,2,11,War for actually we quite fast... Os da he slow wat... Ah...
5724,Normal,+1-713-462-6464,17:08:05,3,8,Aiyah ok wat as long as got improve can already wat...
5725,Normal,+1-848-253-6785,10:21:31,4,13,To let me do the path. Your not good at it.
5726,Normal,+1-334-557-4091,17:29:30,1,1,Hello madam how are you ?
5727,Normal,+1-281-917-9548,07:07:07,5,12,Oh you got many responsibilities.
5728,Normal,+1-251-622-8741,12:48:08,5,9,"I not la... U want per of so rite... K for, other days den..."
5729,Spam,+1-858-575-1837,19:12:40,4,12,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
5730,Normal,+1-917-376-4319,12:42:52,2,10,"Yes, here I am. Give me a ticket, please."
5731,Spam,+1-570-319-2811,13:52:20,4,5,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
5732,Normal,+1-619-501-3689,12:58:58,2,14,"I call you later, don't have network. If urgnt, sms me."
5733,Normal,+1-212-944-3256,10:17:44,4,4,Hey... Why dont we just go watch x men and have lunch... Haha
5734,Normal,+1-470-405-9285,08:48:35,5,15,How much would it cost to hire a hitman
5735,Normal,+1-937-344-7336,21:15:11,5,14,Os! Any amount i can get pus.
5736,Spam,+1-570-840-3698,11:42:30,5,9,Met the official ENGLAND poly ringtone or colour flag on yer mobile for tonight game! Next TONE or FLAG to 84199. Stout txt ENG STOP Box39822 W111WX £1.50
5737,Normal,+1-917-673-8712,12:28:33,4,9,You still at the game?
5738,Normal,+1-917-206-6378,15:26:57,4,10,"Coffee cake, i guess."
5739,Spam,+1-713-764-4101,08:19:49,5,15,End a log your lover - two names joined by a heart. Next LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no as 150p
5740,Spam,+1-407-657-5689,12:00:39,4,9,"hello sir, i am from vodafone customer care in 23 hours your him will be activate. do u want to activate it."
5741,Normal,+1-678-869-8753,15:32:55,5,7,Sent me ur email id soon
5742,Normal,+1-714-605-5951,08:22:21,3,9,I can pick the phone right now. Was send a message
5743,Normal,+1-656-331-3125,11:00:08,2,3,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
5744,Normal,+1-251-200-3917,19:12:28,4,13,Goodnight....take care...practice going on.
5745,Spam,+1-858-923-3475,08:07:52,1,10, Limited offer on home water filtration systems! Reserve your discounted system today with a small deposit.
5746,Normal,+1-657-616-9318,19:13:24,1,6,Just sleeping..and surfing
5747,Scam,+1-832-731-9804,08:39:14,5,7, Your credit card has been flagged for fraudulent activity. Click here to verify and unfreeze your account.
5748,Normal,+1-713-735-4978,08:34:15,5,10,Yup
5749,Normal,+1-570-494-1566,12:18:44,1,14,Yeah. I got a list with only u and Anna if I'm feeling really anti social
5750,Normal,+1-312-222-5889,07:50:44,3,8,I hope you aunt passed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX.
5751,Normal,+1-614-714-5758,07:21:01,4,6,Boy's father is John. When John is the ____ of Boy's father. Of u and the you had  &it;#&it;  of. His s IAS question try to answer.
5752,Normal,+1-346-738-8238,12:43:08,1,1,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5753,Normal,+1-334-851-5654,15:57:29,5,11,"Rude u know also deluge..this god..k, god not.."
5754,Normal,+1-657-678-3524,15:21:31,4,15,Hanging out with my brother and his family
5755,Normal,+1-714-648-1572,18:20:44,2,6,K going to sleep. Hope i can meet her.
5756,Normal,+1-407-248-4910,15:16:13,2,13,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
5757,Normal,+1-310-403-2943,17:57:53,5,8,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
5758,Normal,+1-470-974-8546,07:46:57,5,8,The message sent is asking for  &it;#&it; dollars. Should i pay  &it;#&it;  or  &it;#&it; ?
5759,Spam,+1-917-382-2171,10:36:12,2,8,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
5760,Normal,+1-407-229-2693,09:18:57,4,14,Dear :-/ why you mood off. I cant drive so i brother to drive
5761,Normal,+1-678-273-5507,08:44:16,4,12,"of RITE. WELL of WITH of BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
5762,Normal,+1-713-333-6464,15:50:03,3,8,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
5763,Normal,+1-689-404-8989,09:01:26,5,15,Going on nothing great.bye
5764,Normal,+1-570-948-2039,12:38:11,4,12,Havent shopping now lor i juz arrive only
5765,Normal,+1-669-625-9349,12:05:43,2,4,Event stuck at orchard in my dad's car. Going 4 dinner now. U let? To r they free tonight?
5766,Normal,+1-313-418-5518,09:48:36,5,5,ok what are detail you want to transfer?account number enough?
5767,Normal,+1-678-341-8726,13:31:15,1,4,"I'd say that's a good sign but, well, you know my track record at reading women."
5768,Normal,+1-917-907-4871,12:31:42,5,11,"Must making dinner, you ?"
5769,Normal,+1-281-698-8659,12:43:15,4,10,Hope i'm not driven... I neve develop da photo let...
5770,Normal,+1-917-977-1554,07:25:41,1,12,"Goodmorning, today i am late for  &it;DECIMAL&it; min."
5771,Normal,+1-212-354-4611,11:16:25,3,3,"Awesome question with a cut answer: Someone asked a boy ""how is or life?"" . . He smiled &amp; answered: . . ""The is fine!"" Unite"
5772,Normal,+1-714-557-1571,19:14:26,3,15,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
5773,Normal,+1-689-402-8336,09:34:36,1,9,"Dear,He at cherthala.in case you are coming cochon please call before you start.i shall also reach accordingly.or tell me which day you are coming.tomorrow i am engaged and its holiday."
5774,Spam,+1-323-933-8519,07:28:07,4,14,"Had your contract mobile 11 Months? Latest Motorola, Foka etc. all FREE! Double Sins & Next on Range tariffs. TEXT YES for callback, no to remove from records."
5775,Spam,+1-619-533-1470,09:52:43,5,11,"Hello, I am from Lumbar Police.  Your mobile number is used in crime.  Please share the data."
5776,Normal,+1-813-315-8473,16:07:03,4,7,That’s fine. He’ll make it next time.
5777,Normal,+1-917-306-7386,12:59:02,3,13,War for... Now u not? U used dat route too?
5778,Normal,+1-954-990-5830,11:49:13,1,6,"On't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Erb donna go kill myself"
5779,Normal,+1-848-453-1712,19:19:52,2,5,"Sorry, went to bed early, nightnight"
5780,Normal,+1-917-811-9076,08:08:45,4,7,When you login date time... Had fetching you home now?
5781,Spam,+1-628-552-6025,12:48:48,2,8,Hello Air To you want to make your license from home?
5782,Spam,+1-954-266-3687,09:50:02,4,13,Valentine May Special! In over £1000 in our quit and take your partner on the trip of a lifetime! End of to 83600 now. 150p/mug received. CustCare:08718720201.
5783,Normal,+1-937-381-1172,15:01:07,3,10,Whos this am in class:-)
5784,Spam,+1-678-895-5700,21:48:01,4,4,"Latest News! Police station toilet stolen, cops have nothing to go on!"
5785,Spam,+1-415-881-6233,09:53:03,2,12,A £400 XMAS REWARD of WAITING FOR YOU! Our computer has random picked you from our loyal mobile customers to receive a £400 reward. Must call 09066380611
5786,Normal,+1-213-888-4765,13:40:05,5,14,Yeah but which is worse for i
5787,Normal,+1-682-525-2786,11:58:35,1,3,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
5788,Spam,+1-313-572-2592,10:39:34,1,7,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
5789,Normal,+1-212-501-2205,11:17:33,5,11,Ü ready then call me...
5790,Spam,+1-917-478-6534,11:50:03,1,8,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
5791,Normal,+1-251-395-3655,15:44:54,5,14,"Is usual..am fine, happy &amp; doing well..:)"
5792,Normal,+1-754-821-5632,15:25:20,1,14,I wanted to wish you a Happy New Dear and I wanted to talk to you about some legal advice to do with when Mary and I split but in person. I'll make a trip to To for that. I hope everything is good with you babe and I love a :)
5793,Normal,+1-424-755-2540,07:59:03,3,5,Sorry * was at the growers.
5794,Normal,+1-404-312-1883,11:24:23,3,4,"Sure, I'll see if I can come by in a bit"
5795,Normal,+1-212-580-4443,07:20:07,1,6,I cant pick the phone right now. Pls send a message
5796,Normal,+1-313-680-9685,15:14:07,4,8,I remained yifeng my part order.. An ü get it fr him..
5797,Normal,+1-251-768-6090,10:03:21,2,8,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
5798,Normal,+1-212-307-3837,10:43:57,4,9,I just really need shit before tomorrow and I know you won't be awake before like 6
5799,Normal,+1-682-736-4917,15:14:07,1,1,Of you're not in my car in an hour and a half I'm going apeshit.
5800,Normal,+1-917-893-4582,07:25:57,1,13,Good Morning my Dear........... Have a great &amp; successful day.
5801,Normal,+1-312-301-4231,09:02:33,4,15,K not a problem will get them a taxi. C ing  tomorrow and tuesday. In tuesday think we r all going to the cinema.
5802,Normal,+1-786-337-5480,20:28:08,5,15,People should be able to do whatever they want. But I can’t imagine if my parents were both men or both women.
5803,Normal,+1-678-664-1267,21:25:27,5,8,Good Morning plz call me sir
5804,Scam,+1-570-619-9818,12:02:17,3,9,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
5805,Normal,+1-937-844-8169,09:58:05,4,12,Had story of a An - Last week was my b'day. By Life did'it wish me. By Parents forgot n so did my Lids . I went to work. Even my Colleagues did not wish.
5806,Normal,+1-657-747-7402,10:26:16,1,9,Did you see his face?
5807,Normal,+1-415-576-1567,08:07:35,1,3,Ouh but i got lesson at 4 let n i was thinking of going to such earlier n i to of parking at kent vale...
5808,Normal,+1-404-943-4860,08:55:35,5,11,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
5809,Normal,+1-954-675-9765,15:28:43,3,15,To li had... He bored now da lecturer repeating last weeks stuff waste time...
5810,Normal,+1-917-874-8241,15:16:17,1,5,of. But please make sure that this person sitting beside does not smoke.
5811,Normal,+1-770-821-6723,10:56:08,3,10,Well your friends what you plan to do on Valentine day @ &it;URL&it;
5812,Normal,+1-832-359-9445,10:16:51,3,11,LMAO where's your fish memory when I need it?
5813,Normal,+1-917-482-6373,08:16:57,5,14,Early bird! Any purchases yet?
5814,Spam,+1-334-684-5514,15:33:55,1,15,"Air, can I know your account number?"
5815,Normal,+1-212-541-4884,12:18:30,1,9,Key u still at the grm?
5816,Normal,+1-619-878-4964,07:28:43,5,12,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
5817,Normal,+1-281-972-1459,09:31:57,3,9,Yes... I trust u to buy new stuff ASAP so I can try it out
5818,Normal,+1-346-859-4114,07:21:09,5,11,Want to finally have lunch today?
5819,Normal,+1-917-693-3947,10:22:45,1,11,I love working from home :)
5820,Normal,+1-917-339-7342,12:17:21,2,5,K k:) sms chat with me.
5821,Normal,+1-415-257-3083,11:56:10,2,6,That are YOU thinking of?
5822,Normal,+1-858-872-8602,12:57:57,3,14,"Rose needs water, season needs change, poet needs imagination..By phone needs or sums and i need or lovely friendship forever...."
5823,Spam,+1-305-511-4821,08:02:13,1,11,Hello. He need some post birds and chaps to user trial rods for chimneys. An i put you down? I need your address and do sap.
5824,Normal,+1-470-787-2825,07:42:29,4,11,That sucks. To what do you got planned for your to valentine? I am your to valentine aren't I?
